#separator:tab
#html:true
#tags column:3

تمنى الأرض تبلعه	He wanted the ground to swallow him	Idioms_B1
فك قيوده أخيراً	He finally broke free	Idioms_B1
بيلعب بالنار	He's playing with fire	Idioms_B1
بيأذن في مالطا	He's banging his head against a wall	Idioms_B1
في خير وعافية	In good health and peace	Idioms_B1
ما اتهناش بيها	He never enjoyed its good side	Idioms_B1
ما يجيش منه حاجة كويسة	Nothing good comes from him	Idioms_B1
واقع من طوله	He's falling apart	Idioms_B1
رماه في الريح	He wasted it / threw it to the wind	Idioms_B1
قلبي طلع	I was scared out of my mind	Idioms_B1
شايف مصلحة نفسه	He's always looking out for himself	Idioms_B1
حطه في وسط عينيه	He held him in the highest regard	Idioms_B1
عمل حساب لنفسه	He looked out for himself	Idioms_B1
الدنيا مكملتش	Nothing's perfect in this world	Idioms_B1
ماشي جنب الحيط	He keeps a low profile (walks along the wall)	Idioms_B1
طلعت روحي	I was completely wiped out / it nearly killed me	Idioms_B1
عمل نفسه ميت	He played dead / he ignored everything	Idioms_B1
ما بيخافش من ربنا	He has no fear of God	Idioms_B1
وخلاص	That's it. Period.	Idioms_B1
مش هتلاقيه لما تعوزه	He'll never be there for you when it counts	Idioms_B2
رجل في الغرزة	He's got one foot in trouble	Idioms_B2
لو سمعته هتضحك	If you heard him you'd laugh	Idioms_B2
بيصحّي الميتين	He'd wake the dead	Idioms_B2
بيلم الهوا	He's hoarding thin air / wasting effort	Idioms_B2
ناسي ربنا	He carries on like God doesn't exist	Idioms_B2
ده مش في الحسبان	That's not on the agenda	Idioms_B2
بالزور والقوة	By sheer force / the hard way	Idioms_B2
حطّها في دماغك	Get this through your head	Idioms_B2
ده فات أوانه	That ship has sailed	Idioms_B2
الكلمة بتأثر أكتر من الحجر	Words hit harder than stones	Idioms_B2
فضل كلام ما اتقالش	It was left unsaid	Idioms_B2
الموت أحسن منه	I'd rather be dead than deal with him (total exasperation)	Idioms_B2
ده على حساب المحل	It's on the house / my treat	Idioms_B2
عينيه على قفاه	He has eyes in the back of his head	Idioms_B2
خد الدنيا ببساطة	Ease into life — don't force it	Idioms_B2
بيشتغل في الفاضي	He's spinning his wheels — totally pointless	Idioms_B2
دايماً جاهز	Always ready for what's next	Idioms_B2
قاعد على الفاضي	He's not lifting a finger	Idioms_B2
بيندم على اللي فات	He's crying over spilled milk	Idioms_B2
ما تعلقش أملك فيه	Don't get your hopes up about him	Idioms_B2
بيضيع تحت الضغط	He can't handle pressure	Idioms_B2
أخدها بالعافية	He pulled it off by sheer grit	Idioms_B2
ده ولد فيه الخير	That kid will turn out great	Idioms_B2
بعد عن وشي	Get out of my face	Idioms_B2
هشوف إيه اللي ينفع	I'll figure out what works	Daily_Life::Planning
هنعمل برنامج	We'll put a plan together	Daily_Life::Planning
هاجيب الحاجات	I'll get the stuff	Daily_Life::Planning
محتاج حد يفكرني	I need a reminder	Daily_Life::Planning
فاكر المشوار؟	Remember the errand?	Daily_Life::Planning
في إيه على أجندتك؟	What's on your agenda?	Daily_Life::Planning
كل حاجة جاهزة؟	Is everything ready?	Daily_Life::Planning
شيل الحاجة دي معاك	Take this thing with you	Daily_Life::Planning
مش هاتأخر	I won't be late	Daily_Life::Planning
الخطة اتغيرت	The plan changed	Daily_Life::Planning
مش على خطتي	That wasn't in my plan	Daily_Life::Planning
لازم نترتب أكتر	We need to get more organized	Daily_Life::Planning
جاهز من امبارح	I've been ready since yesterday	Daily_Life::Planning
مش محتاج كتير تحضير	It doesn't need much preparation	Daily_Life::Planning
الموضوع يتعمل في يوم	This can be done in a day	Daily_Life::Planning
أنا هاجيب القهوة	I'll grab the coffee	Daily_Life::Cafe
عايز إيه في القهوة؟	How do you take your coffee?	Daily_Life::Cafe
بدون سكر	No sugar	Daily_Life::Cafe
سكر زيادة	Extra sugar (coffee order style)	Daily_Life::Cafe
قهوة سادة لو سمحت	Black coffee please	Daily_Life::Cafe
كابتشينو أحسن دلوقتي	I could go for a cappuccino right now	Daily_Life::Cafe
في طاولة فاضية؟	Is there an empty table?	Daily_Life::Cafe
نتقابل في الكافيه?	Want to meet at the café?	Daily_Life::Cafe
هنا واي فاي؟	Is there WiFi here?	Daily_Life::Cafe
الباسورد بتاع الواي فاي إيه؟	What's the WiFi password?	Daily_Life::Cafe
الأوردر جاي إمتى؟	When's the order coming?	Daily_Life::Cafe
هات واحد كمان من ده	I'll have another of the same	Daily_Life::Cafe
بارد أوي، سخنيه شوية	Too cold, warm it up a bit	Daily_Life::Cafe
ده مش طلبي	That's not what I ordered	Daily_Life::Cafe
مش عايز حاجة تانية، شكراً	Nothing else, thanks	Daily_Life::Cafe
إيجار الشقة عالي	The apartment rent is high	Housing
الشقة محتاجة صبغ	The apartment needs painting	Housing
الجيران بيعملوا دوشة	The neighbors are making noise	Housing
الأسانسير باظ	The elevator is broken	Housing
في عطل في الحنفية	There's a leak in the tap	Housing
الكهربا اتقطعت	The electricity cut out	Housing
المواسير فيها مشكلة	There's a problem with the pipes	Housing
الإيجار اتأجل	The rent got delayed	Housing
العقد بيتجدد	The contract is being renewed	Housing
الشقة واسعة بس روحها وحشة	The apartment's spacious but has bad feng shui	Housing
دور تاني أحسن ليك	A higher floor would be better for you	Housing
الجنينة واسعة	The yard is spacious	Housing
في أسانسير؟	Is there an elevator?	Housing
بدور على شقة تاني	I'm looking for a different apartment	Housing
السكن ده مريح	This place is comfortable	Housing
نومتي كانت وحشة	I slept terribly	Daily_Life::Morning_Routine
الفطار جاهز؟	Is breakfast ready?	Daily_Life::Morning_Routine
صحيت متأخر	I woke up late	Daily_Life::Morning_Routine
ما نمتش كويس	I didn't sleep well	Daily_Life::Morning_Routine
بصحى بدري عادةً	I usually wake up early	Daily_Life::Morning_Routine
استحميت؟	Did you shower?	Daily_Life::Morning_Routine
الساعة كام دلوقتي؟	What time is it now?	Daily_Life::Morning_Routine
في وقت؟	Is there time?	Daily_Life::Morning_Routine
هتتأخر على الشغل	You're gonna be late for work	Daily_Life::Morning_Routine
أول حاجة بعمل قهوة	First thing I do is make coffee	Daily_Life::Morning_Routine
هو صاحي ولا لسه؟	Is he up or still sleeping?	Daily_Life::Morning_Routine
لسه ما صحيش لحد دلوقتي	Not awake yet	Daily_Life::Morning_Routine
النهارده بدأ غلط	Today started off wrong	Daily_Life::Morning_Routine
الصبح بكون لسه مش مجمع	In the morning I'm half-asleep and grumpy	Daily_Life::Morning_Routine
ساعة كمان وهصحى	An hour more and I'll get up	Daily_Life::Morning_Routine
تعال نتكلم	Come, let's talk	Social_Bonding
بقالنا فترة مش شايفين بعض	It's been a while since we've seen each other	Social_Bonding
عامل إيه فعلاً؟	How are you really doing?	Social_Bonding
عايز حاجة؟	You need anything?	Social_Bonding
أنا هنا لو احتجت	I'm here if you need me	Social_Bonding
مش لازم تشيله لوحدك	You don't have to carry this alone	Social_Bonding
إحنا مع بعض	We're in this together	Social_Bonding
الصاحب في وقت الضيق	A friend in need	Social_Bonding
تعال نعمل حاجة مع بعض	Let's do something together	Social_Bonding
محتاج تاخد هواء؟	Do you need some air / a break?	Social_Bonding
الأصحاب دول هم الأصحاب	Those are the real friends	Social_Bonding
شايلين بعض	We've got each other's backs	Social_Bonding
ما تسيبنيش	Don't leave me hanging	Social_Bonding
إنت مش وحدك	You're not alone	Social_Bonding
ده زي أخويا بالظبط	He's like a brother to me	Social_Bonding
البضاعة أصلية؟	Is this genuine / authentic?	Shopping_Advanced
في ضمان؟	Is there a warranty?	Shopping_Advanced
الضمان بيغطي إيه؟	What does the warranty cover?	Shopping_Advanced
ممكن أرجعه لو مش عاجبني؟	Can I return it if I don't like it?	Shopping_Advanced
ده موديل جديد؟	Is this the latest version?	Shopping_Advanced
في موديل أحدث؟	Is there a newer model?	Shopping_Advanced
فيه اللون ده تاني؟	Do you have this in a different color?	Shopping_Advanced
القماش ده بيتغسل ولا لأ؟	Is this fabric washable?	Shopping_Advanced
ممكن لفه لي هدية؟	Can you gift-wrap it for me?	Shopping_Advanced
ده بيجي مع إيه؟	What does it come with?	Shopping_Advanced
في أوفر دلوقتي؟	Is there a current offer?	Shopping_Advanced
الشحن بكام؟	How much is the shipping?	Shopping_Advanced
الطلب وصل امتى؟	When does the order arrive?	Shopping_Advanced
في فرع تاني أقرب؟	Is there a closer branch?	Shopping_Advanced
ممكن آخد إجازة إمتى؟	When can I take time off?	Work_Rights
في أوفر تايم هنا؟	Is there overtime here?	Work_Rights
الأجازة المرضية نظامها إيه؟	How does sick leave work here?	Work_Rights
في تأمين صحي؟	Is there health insurance?	Work_Rights
المرتب بيتدفع امتى؟	When is the salary paid?	Work_Rights
محتاج شهادة خبرة	I need an experience letter	Work_Rights
في بونص آخر السنة؟	Is there a year-end bonus?	Work_Rights
الشغل بيبدأ الساعة كام؟	What time does work start?	Work_Rights
في ساعات مرونة؟	Is there flexible working hours?	Work_Rights
ممكن أشتغل من البيت؟	Can I work from home?	Work_Rights
اشتغلت فين قبل ده؟	Where did you work before?	Work_Rights
عندك خبرة في ده؟	Do you have experience with this?	Work_Rights
الإنترفيو بيبقى إزاي؟	What's the interview like?	Work_Rights
محتاج تزكية؟	Do I need a reference?	Work_Rights
فين أبعت السيرة الذاتية؟	Where do I send my CV?	Work_Rights
بتفاوض؟	Do you negotiate?	Work_Rights
في فترة تجربة؟	Is there a probation period?	Work_Rights
ده شغل فل تايم؟	Is this full-time?	Work_Rights
بارت تايم ينفع؟	Would part-time work?	Work_Rights
دوري هنا إيه بالظبط؟	What does the role include?	Work_Rights
جوعان بس ما فيش وقت آكل	Hungry but no time to eat	Daily_Life::Hustle
يوم طويل من الآخر	It's been one hell of a long day	Daily_Life::Hustle
ما خلصتش شغل من امبارح	Haven't finished yesterday's work	Daily_Life::Hustle
ماشي بالبركة	Running on fumes / by God's grace	Daily_Life::Hustle
محتاج أخد نفس	I need to catch my breath	Daily_Life::Hustle
دور على حل وانت ماشي	Find a solution on the go	Daily_Life::Hustle
مش قادر أقف	I'm too tired to stand	Daily_Life::Hustle
في ألف حاجة على دماغي	A thousand things on my mind	Daily_Life::Hustle
شغال من الصبح للليل	Working from morning to night	Daily_Life::Hustle
ما عنديش وقت فاضي خالص	I have zero free time	Daily_Life::Hustle
ماشي على الآخر	Going full speed / full throttle	Daily_Life::Hustle
النهارده كله مواعيد	Today is back-to-back appointments	Daily_Life::Hustle
ربنا يديني صبر	Lord, give me patience	Daily_Life::Hustle
في إيه على المساء؟	What's happening in the evening?	Daily_Life::Hustle
هاخد بريك بعد شوية	I'll take a break in a bit	Daily_Life::Hustle
فاكرني؟	Do you remember me?	Memory_Nostalgia
من أيام زمان	From back in the day	Memory_Nostalgia
ده وجعني من جوه	That one hit me deep	Memory_Nostalgia
بفكر فيه من أيام	I've been thinking about it for days	Memory_Nostalgia
فاكر لما كنا صغيرين؟	Remember when we were kids?	Memory_Nostalgia
الأيام دي راحت	Those days are gone	Memory_Nostalgia
الزمن اللي فات أحلى	The old times were better	Memory_Nostalgia
ما نسيتش الموقف ده	I'll never forget that moment	Memory_Nostalgia
كنا أسعد	We were happier	Memory_Nostalgia
الذكريات دي بتوجع	These memories hurt	Memory_Nostalgia
وحشني الوقت ده	I miss those times	Memory_Nostalgia
كان ممكن يكون أحسن	It could have been better	Memory_Nostalgia
لو رجعت تاني ما كنتش هعمل كده	If I could go back, I wouldn't do that	Memory_Nostalgia
يا ريت ما حصلش	I wish it hadn't happened	Memory_Nostalgia
ده كان درس كبير	That was a big lesson	Memory_Nostalgia
سافرت برة قبل؟	Have you traveled abroad before?	Travel_Advanced
الفيزا بتاخد وقت؟	Does the visa take long?	Travel_Advanced
في حاجة أتجنبها هناك؟	Anything to avoid there?	Travel_Advanced
الفلوس ولا الدولار أحسن هناك؟	Better to have dirhams or dollars there?	Travel_Advanced
فندق ولا شقة مفروشة؟	Hotel or furnished apartment?	Travel_Advanced
الجو عامل إيه اليومين دول؟	What's the weather like at that time of year?	Travel_Advanced
في حاجة لازم آخدها معايا؟	Is there something I must take with me?	Travel_Advanced
أمان ولا لأ؟	Is it safe or not?	Travel_Advanced
ليه بالذات المكان ده؟	Why specifically that place?	Travel_Advanced
في محلات حلال هناك؟	Are there halal restaurants there?	Travel_Advanced
اللغة صعبة؟	Is the language difficult?	Travel_Advanced
ينفع بالإنجليزي بس؟	Can I get by with just English?	Travel_Advanced
في tour guide محترم؟	Is there a professional tour guide?	Travel_Advanced
كام يوم كفاية؟	How many days are enough?	Travel_Advanced
الميزانية المناسبة قد إيه؟	What's a suitable budget?	Travel_Advanced
مش قادر أبطل	I can't stop (addicted to something fun)	Expressions_B2
ده أحسن قرار أخدته	That's the best decision I ever made	Expressions_B2
ما بتوقعتش كده	I didn't see that coming	Expressions_B2
اللي بيحصل مش طبيعي	What's happening isn't normal	Expressions_B2
ده فاق توقعاتي	This exceeded my expectations	Expressions_B2
كنت ماشي على عمايا	I was walking around blind	Expressions_B2
الموضوع أكبر مني	The situation is bigger than me	Expressions_B2
فضلت أفكر فيه الليل كله	I was up all night thinking about it	Expressions_B2
ده غيّر نظرتي للأمور	That changed my perspective on things	Expressions_B2
بدأت أشوف الدنيا بعين تانية	I started seeing the world differently	Expressions_B2
مش كل حاجة بتبان صح بتكون صح	Not everything that looks right is right	Expressions_B2
لازم تعيشها عشان تفهمها	You have to live it to understand it	Expressions_B2
ده ملوش كتالوج	That's not in any book	Expressions_B2
فيه ألف طريقة تعمله	There are a thousand ways to do it	Expressions_B2
المرمطة بتعلم أكتر من الكتب	Experience teaches what books can't	Expressions_B2
محتاج أتكيف مع الوضع	I need to adapt to the situation	Adaptability
كل حاجة اتغيرت	Everything has changed	Adaptability
لازم أتأقلم	I have to adjust	Adaptability
ده تحدي كبير	This is a big challenge	Adaptability
بتعلم من غلطاتك	You learn from your mistakes	Adaptability
لازم تتطور	You have to evolve	Adaptability
الحياة مش ساكنة	Life doesn't stand still	Adaptability
بتخاف من التغيير؟	Are you afraid of change?	Adaptability
التغيير مش دايما بيبقى وحش	Change isn't always bad	Adaptability
لازم تخرج من منطقة الراحة	You have to step out of your comfort zone	Adaptability
هتعدي المرحلة دي	You'll get through this phase	Adaptability
ما بتوقفش عند العقبات	Don't stop at obstacles	Adaptability
اتعلمت من ده	I learned from that	Adaptability
هتبقى أقوى بعد كده	You'll be stronger after this	Adaptability
ده جزء من الرحلة	This is part of the journey	Adaptability
تعبت من الشرح	I'm tired of explaining	Frustration_B2
محدش بيسمع	Nobody's listening	Frustration_B2
الكلام بيروح في الهوا	My words are falling on deaf ears	Frustration_B2
ما فيش فايدة	There's no point	Frustration_B2
بحاول ولا فيه استجابة	I'm trying but getting no response	Frustration_B2
حاجة بتقلقني	Something's bothering me	Frustration_B2
مش لاقي منفذ	I can't find a way out	Frustration_B2
الموضوع من الأول والآخر غلط	The whole thing is wrong from start to finish	Frustration_B2
عملت اللي عليا وبس	I did my part, that's it	Frustration_B2
مش هزيد على ده	I'm not doing more than this	Frustration_B2
طاقتي خلصت	I've run out of energy	Frustration_B2
ما حدش قدّر	Nobody appreciated it	Frustration_B2
تعبت من الانتظار	I'm tired of waiting	Frustration_B2
الصبر وله حدود	Patience has its limits	Frustration_B2
لازم أعمل إيه تاني؟	What else am I supposed to do?	Frustration_B2
بيتكلم ببجاحة	He talks with nerve / He's got gall	Character_Descriptions
راجل عنيد من آخره	He's stubborn to the core	Character_Descriptions
هي دايما ناقدة	She's always critical	Character_Descriptions
دمه تقيل	He's a drag / annoying	Character_Descriptions
ده حساس أوي	He's very sensitive	Character_Descriptions
ما عندهاش حدود	She has no boundaries	Character_Descriptions
ولد محترم	He's a decent guy	Character_Descriptions
عنده أخلاق	He has good values	Character_Descriptions
سطحي في كلامه	He's shallow in what he says	Character_Descriptions
ناضج في تفكيره	He's mature in his thinking	Character_Descriptions
شخصية فيها حاجة	There's something about his personality	Character_Descriptions
كريم من غير حدود	Generous beyond limits	Character_Descriptions
بخيل ومش هيتغير	Stingy and won't change	Character_Descriptions
ما بيفصلش	He can't sit still — he's restless	Character_Descriptions
ده متوازن في شخصيته	He's balanced as a person	Character_Descriptions
قمر لما بتبص فيه	So beautiful it's like looking at the moon	Compliments_B2
ده ذكاء جبار	That's wild intelligence	Compliments_B2
شاطر بالفطرة	Naturally talented	Compliments_B2
ذوقه رفيع	He has refined taste	Compliments_B2
بيفهم من إشارة	He gets the hint right away	Compliments_B2
ذكي بس ما بيظهرش	Smart but doesn't show off	Compliments_B2
عنده حضور	He has a presence	Compliments_B2
مش بيحتاج يثبت نفسه	He doesn't need to prove himself	Compliments_B2
شجاع من النوع الهادي	He's quietly courageous	Compliments_B2
أسلوبه مختلف	His style is different / unique	Compliments_B2
عنده حكمة أكبر من سنه	He has wisdom beyond his years	Compliments_B2
بيفكر لبعيد	He thinks ahead	Compliments_B2
ده مستوى تاني	That's on another level	Compliments_B2
قادر يتكيف مع أي حد	He can get along with anyone	Compliments_B2
بيلتزم بكلامه	He keeps his word	Compliments_B2
مش دايما بتلاقي الكلمات الصح	You don't always find the right words	Emotional_Intelligence
الإحساس ده صعب تفسره	This feeling is hard to explain	Emotional_Intelligence
في حاجة جوّايا بتاكلني	There's something inside eating me up	Emotional_Intelligence
أنا مش كويس بس مش عارف ليه	I'm not okay but I don't know why	Emotional_Intelligence
بحاول أفهم نفسي	I'm trying to understand myself	Emotional_Intelligence
محتاج وقت لوحدي	I need some time alone	Emotional_Intelligence
ما قدرش أعبّر عن نفسي	I can't express myself	Emotional_Intelligence
ده أصعب من اللي بان	This is harder than it looks	Emotional_Intelligence
الجرح لسه جديد	The wound is still fresh	Emotional_Intelligence
بحاول ما أفكرش فيه	I'm trying not to think about it	Emotional_Intelligence
مالكش إحساس؟	Don't you have feelings?	Emotional_Intelligence
مش لازم تفهم، بس خليك موجود	You don't have to understand, just be there	Emotional_Intelligence
الإحساس ده هيعدي	This feeling won't last	Emotional_Intelligence
بييجي وبيروح	It comes and goes	Emotional_Intelligence
عايز أحقق حاجة	I want to achieve something	Ambition_Goals
عندي أهداف كبيرة	I have big goals	Ambition_Goals
مش هرضى بالقليل	I won't settle for less	Ambition_Goals
الحلم ده ممكن	This dream is possible	Ambition_Goals
بتسعى لإيه في حياتك؟	What are you working toward in life?	Ambition_Goals
ما ينفعش أقف هنا	I can't stop here	Ambition_Goals
في خطوات لازم آخدها	There are steps I need to take	Ambition_Goals
بدأ من الصفر	He started from zero	Ambition_Goals
طموحي ملوش حدود	This isn't my ceiling	Ambition_Goals
عايز أعمل حاجة تفرق	I want to make a difference	Ambition_Goals
النجاح مش في يوم وليلة	Success doesn't happen overnight	Ambition_Goals
هتفضل تحاول لحد ما تنجح	Keep trying until you succeed	Ambition_Goals
كل خطوة بتقربك	Every step brings you closer	Ambition_Goals
ما تخليش حد يحطك في صندوق	Don't let anyone put you in a box	Ambition_Goals
الناجح ما بيتعذرش	Winners don't make excuses	Ambition_Goals
بتتعلم إيه دلوقتي؟	What are you learning these days?	Education_Growth
الكورس ده بيساعد؟	Is this course helpful?	Education_Growth
في كورس أونلاين كويس؟	Any good online course?	Education_Growth
اتعلم من يوتيوب	He learned from YouTube	Education_Growth
ما بيقراش كتب	He doesn't read books	Education_Growth
لغته الإنجليزية بتتحسن	His English is improving	Education_Growth
بيذاكر لحساب نفسه	He's self-studying	Education_Growth
المهارة دي مطلوبة جداً	This skill is in high demand	Education_Growth
في شهادة تستحق؟	Is there a certificate worth getting?	Education_Growth
الدبلومة ولا الشهادة؟	Diploma or degree?	Education_Growth
بدأ يتعلم برمجة	He started learning coding	Education_Growth
التعلم مستمر	Learning never stops	Education_Growth
ما تبطلش تتعلم	Never stop learning	Education_Growth
الكورس ده عملي ولا نظري؟	Is this course practical or theoretical?	Education_Growth
في منهج واضح؟	Is there a clear curriculum?	Education_Growth
ده بيتباع بالقطعة؟	Is this sold by the piece?	Market_Bargaining
بتبيع بالجملة؟	Do you sell wholesale?	Market_Bargaining
البضاعة طازة؟	Is the produce fresh?	Market_Bargaining
الكيلو بكام؟	How much per kilo?	Market_Bargaining
خلي الكيلو على خمسة	Make it five per kilo	Market_Bargaining
ده تقيل في الميزان	That's heavy on the scale	Market_Bargaining
ضيف شوية كمان	Add a little more	Market_Bargaining
خليه جنب	Set it aside for me	Market_Bargaining
في حاجة أحسن من ده؟	Is there better than this?	Market_Bargaining
بيجي منين ده؟	Where does this come from?	Market_Bargaining
ده موسمه فين؟	When is this in season?	Market_Bargaining
ده وقته عدى	This is out of season	Market_Bargaining
هاجي تاني بكره	I'll come again tomorrow	Market_Bargaining
البضاعة بتوصل الساعة كام؟	What time does the stock arrive?	Market_Bargaining
بتستناني؟	Will you wait for me / hold it for me?	Market_Bargaining
في إيه النهارده على النت؟	What's happening online today?	Digital_Culture
الترند ده ليه؟	Why is this trending?	Digital_Culture
الفيديو ده اتنشر بسرعة	This video spread fast	Digital_Culture
كام فيو عنده؟	How many views does it have?	Digital_Culture
فلان بيتكلم على إيه؟	What is so-and-so talking about?	Digital_Culture
المحتوى ده خفيف	This content is lightweight / shallow	Digital_Culture
بيعمل فيديوهات جامدة	He's a good content creator	Digital_Culture
هو بيعمل سبونسر	He's doing a sponsorship	Digital_Culture
الانفلونسر ده صادق؟	Is this influencer genuine?	Digital_Culture
دي تمثيلية مش حقيقية	That persona is manufactured	Digital_Culture
مشترك في قناته؟	Are you subscribed to his channel?	Digital_Culture
الدنيا ماشية معاه	Things are going great for him (Algorithm working)	Digital_Culture
النشرة البريدية مفيدة	The newsletter is useful	Digital_Culture
ما بيردش على الكومنتات	He doesn't reply to comments	Digital_Culture
المحتوى ده بيبني جمهور	This content builds an audience	Digital_Culture
خليك واضح	Stay transparent / Be straight	Values_Principles
خليك صادق في كل حاجة	Be honest in everything	Values_Principles
المبدأ مبدأ	Principles don't take a day off	Values_Principles
ما تكدبش على نفسك	Don't lie to yourself	Values_Principles
الصدق أساس	Honesty is the foundation	Values_Principles
اعمل اللي ضميرك مرتاح له	Live by your conscience	Values_Principles
ما تتنازلش عن قيمك	Don't compromise your values	Values_Principles
الناس شايفاك	People are watching	Values_Principles
الأفعال بتتكلم	Actions speak	Values_Principles
ما تعملش حاجة تخجل منها	Don't do anything you'd be ashamed of	Values_Principles
سمعتك أغلى من فلوسك	Your reputation is worth more than money	Values_Principles
اللي بتزرعه بتحصده	You reap what you sow	Values_Principles
الكلمة أمانة في رقبتك	A word is a trust	Values_Principles
الوعد وعد	A promise is a promise	Values_Principles
الاحترام ما بيتوهبش، بيتكسب	Respect is earned	Values_Principles
كله تمام في المطعم	Everything at the restaurant was great	Food_Dining_Out
الخدمة كانت سريعة	The service was fast	Food_Dining_Out
الأكل جاي سخن؟	Is the food coming hot?	Food_Dining_Out
في طبق تاني ترشحه؟	Any other dish you'd recommend?	Food_Dining_Out
طلبي لسه ما وصلش	My order hasn't come yet	Food_Dining_Out
ممكن تغير الطلب؟	Can you change the order?	Food_Dining_Out
مش بياكل اللحمة	He doesn't eat meat	Food_Dining_Out
عنده حساسية من المكسرات	He's allergic to nuts	Food_Dining_Out
الأكل بطيء جداً	The food is very slow coming	Food_Dining_Out
ممكن تاخده معايا؟	Can I get it to go?	Food_Dining_Out
الترابيزة بتاعتنا فين؟	Where will the table be?	Food_Dining_Out
في حجز؟	Is there a reservation?	Food_Dining_Out
الديكور جميل هنا	The décor is lovely here	Food_Dining_Out
أكيد هنرجع هنا	We'll definitely come back	Food_Dining_Out
أحسن تجربة أكل من زمان	Best dining experience in a long time	Food_Dining_Out
مش لاقيله معنى	I can't make sense of it	Critical_Thinking
الموضوع فيه ثغرة	There's a flaw in this	Critical_Thinking
مين قال ده أصلاً؟	Who said that in the first place?	Critical_Thinking
في دليل على ده؟	Is there evidence for that?	Critical_Thinking
مش كل حاجة بتشوفها صح	Not everything you see is true	Critical_Thinking
لازم تتأكد من المعلومة	You need to question the information	Critical_Thinking
ده مصدره إيه؟	What's the source of this?	Critical_Thinking
في وجه نظر تانية	There's another perspective	Critical_Thinking
الصورة مش كاملة	The picture isn't complete	Critical_Thinking
فيه تفاصيل محذوفة	Key details have been left out	Critical_Thinking
ده بيناسبك إنت بس	This only suits you personally	Critical_Thinking
شوفها من ناحية تانية	You need to see it from another angle	Critical_Thinking
الفكرة دي محتاجة تراجع	This idea needs reviewing	Critical_Thinking
الأرقام بتقول حاجة تانية	The data says something different	Critical_Thinking
ما تصدقش أول حاجة بتسمعها	Don't believe the first thing you hear	Critical_Thinking
بتعمل إيه في وقت فراغك؟	What do you do in your free time?	Leisure_Lifestyle
بتلعب رياضة؟	Do you play any sport?	Leisure_Lifestyle
بتقرا كتير؟	Do you read a lot?	Leisure_Lifestyle
في هواية جديدة؟	Got a new hobby?	Leisure_Lifestyle
الرسم ولا العزف؟	Drawing or playing music?	Leisure_Lifestyle
بتروح المسجد؟	Do you go to the mosque?	Leisure_Lifestyle
في نادي رياضي هنا؟	Is there a sports club here?	Leisure_Lifestyle
بتتمشى كتير؟	Do you walk a lot?	Leisure_Lifestyle
الطبخ بياخد وقت	Cooking is a hobby that takes time	Leisure_Lifestyle
بتصور؟	Do you do photography?	Leisure_Lifestyle
في حاجة بتريحك من الضغط؟	Is there something that relieves your stress?	Leisure_Lifestyle
بتسمع بودكاست؟	Do you listen to podcasts?	Leisure_Lifestyle
بتروح السينما؟	Do you go to the cinema?	Leisure_Lifestyle
بتعمل تطوع؟	Do you volunteer?	Leisure_Lifestyle
في مشروع جانبي؟	You got a side project?	Leisure_Lifestyle
أيوة ولا لأ؟	Yes or no — which is it?	Decision_Making
فكر كويس قبل ما تقرر	Think carefully before you decide	Decision_Making
مش لازم تقرر دلوقتي	You don't have to decide right now	Decision_Making
ده قرار صعب	That's a tough call	Decision_Making
خليك على رأيك	Stick to your decision	Decision_Making
الاختيار صعب أوي	The choice is hard	Decision_Making
ده مش وقت تتردد	This isn't the time to hesitate	Decision_Making
اتخد قرارك وامشي	Make your decision and go	Decision_Making
إيه اللي ممكن نخسره؟	What's at stake?	Decision_Making
مش هندم	I won't regret this	Decision_Making
وقتها ما كنتش فاهم	At the time I didn't understand	Decision_Making
لو كنت عارف من البداية	If I'd known from the start	Decision_Making
ما خدتش وقتي كفاية	I didn't take enough time	Decision_Making
قلبي بيقولي أعمل كده	My gut tells me to do this	Decision_Making
بتندم على إيه؟	What do you regret?	Decision_Making
تعامل معاه برفق	Handle it gently	Advice_Giving
ما تدخلش في اللي مش شغلك	Don't interfere in what's not your business	Advice_Giving
لازم تاخد بالك من نفسك	You need to look after yourself	Advice_Giving
نصيحة مني.. ابعد	I advise you to stay away	Advice_Giving
ما تكررش الغلطة دي	Don't repeat that mistake	Advice_Giving
الأحسن تسأل الناس اللي عندهم خبرة	Better to ask people with experience	Advice_Giving
في حاجة مش لازم تعملها	There's something you shouldn't do	Advice_Giving
في الآخر هو رأيك	It's your call in the end	Advice_Giving
الكلام ده من خبرة	This comes from experience	Advice_Giving
خد نصيحة من الناجحين	Take advice from those who succeeded	Advice_Giving
ما تسمعش كل كلام	Don't listen to everything people say	Advice_Giving
شاور الأول	Consult before you act	Advice_Giving
الحذر مش معناه جُبن	Caution isn't cowardice	Advice_Giving
ما تتسرعش	Don't rush	Advice_Giving
فكر في العواقب قبل ما تعمل	Think about the consequences	Advice_Giving
بيشتغل بجد	He works hard	Compliments_Work
بيكمل شغله في وقته	He finishes his work on time	Compliments_Work
مش بيعتمد على حد	He doesn't depend on anyone	Compliments_Work
بيعمل فوق المطلوب	He goes above and beyond	Compliments_Work
حل المشكلة لوحده	He solved the problem on his own	Compliments_Work
شاطر في التعامل مع الضغط	He's great at handling pressure	Compliments_Work
مبادر دايما	Always takes initiative	Compliments_Work
بيطور نفسه باستمرار	Constantly developing himself	Compliments_Work
بيفكر بعيد المدى	He thinks long-term	Compliments_Work
